PERSON	Master Licchavis	1
PERSON	Matika	1
PERSON	Migajala	1
PERSON	Missaka	1
PERSON	Murky One	1
PERSON	Musila	1
PERSON	Nandana	1
PERSON	Natapuriya	1
PERSON	Navakammika	1
PERSON	Navakammika Bharadvaja	1
PERSON	Netti	1
PERSON	Nigahandu	1
PERSON	Nitha	1
PERSON	Odatagayha	1
PERSON	Ojasi	1
PERSON	Pabbata	1
PERSON	Pacetana	1
PERSON	Paduma	1
PERSON	Padumuttara	1
PERSON	Pajjunna	1
PERSON	Pajunna	1
PERSON	Pakudha Kaccana	1
PERSON	Palileyyaka	1
PERSON	Pamokkha	1
PERSON	Panga	1
PERSON	Paraga	1
PERSON	Parakusinata	1
PERSON	Parakusitanata	1
PERSON	Paramatta	1
PERSON	Paranimmita Vasavatti	1
PERSON	Paranimmitas	1
PERSON	Pasura	1
PERSON	Pathavi	1
PERSON	Pavatta	1
PERSON	Pekhuniya	1
PERSON	Pilindavaccha	1
PERSON	Pokkharasataka	1
PERSON	Powerful One	1
PERSON	Pāvā	1
PERSON	Rajaka Park	1
PERSON	Rakkhita	1
PERSON	Revata	1
PERSON	Rohana	1
PERSON	Roja	1
PERSON	Rucira	1
PERSON	Ruciras	1
PERSON	Saavatthii	1
PERSON	Saavatthii Kassapa	1
PERSON	Sacca	1
PERSON	Saccanama	1
PERSON	Sahabhu	1
PERSON	Sahadhammas	1
PERSON	Sakkara	1
PERSON	Samana	1
PERSON	Sanankumara	1
PERSON	Santacitta	1
PERSON	Santusita	1
PERSON	Sarabhanga	1
PERSON	Satagira	1
PERSON	Sattha	1
PERSON	Serisakka	1
PERSON	Setabya	1
PERSON	Sobhita	1
PERSON	Sorata	1
PERSON	Spiritually Ennobled One	1
PERSON	Strewn	1
PERSON	Subahu	1
PERSON	Subrahma	1
PERSON	Sudatta	1
PERSON	Suddhodana	1
PERSON	Sujātā	1
PERSON	Sukha	1
PERSON	Suleyya	1
PERSON	Suleyyas	1
PERSON	Sumangala's Mother	1
PERSON	Sumukha	1
PERSON	Sunimmita	1
PERSON	Supannas	1
PERSON	Suppagedha	1
PERSON	Suppanas	1
PERSON	Suppatitthita	1
PERSON	Sura	1
PERSON	Tadadhimutta	1
PERSON	Tatojasi	1
PERSON	Tatola	1
PERSON	Tatotala	1
PERSON	Tattala	1
PERSON	Tejo	1
PERSON	Todeyya 's son	1
PERSON	Ubbiri	1
PERSON	Uccangamaya	1
PERSON	Uccaya	1
PERSON	Ummapupphanibha	1
PERSON	Unnabha	1
PERSON	Upakala	1
PERSON	Upali	1
PERSON	Upananda	1
PERSON	Upanita	1
PERSON	Upasabha	1
PERSON	Uppala	1
PERSON	Upāli	1
PERSON	Usabha	1
PERSON	Vaisravana	1
PERSON	Vajira the nun	1
PERSON	Vajirahattha	1
PERSON	Vasavanesi	1
PERSON	Vasavassa	1
PERSON	Vasus	1
PERSON	Vataraga	1
PERSON	Veghanas	1
PERSON	Veghanasa	1
PERSON	Veluvana	1
PERSON	Vendu	1
PERSON	Venhu	1
PERSON	Verambha	1
PERSON	Vetendu	1
PERSON	Vetha	1
PERSON	Vicakkhana	1
PERSON	Vicakkhanas	1
PERSON	Vicaya-sambojjhaṅga	1
PERSON	Vijita	1
PERSON	Vimala	1
PERSON	Vipassi	1
PERSON	Viraja	1
PERSON	Visna	1
PERSON	Vitu	1
PERSON	Vitucca	1
PERSON	Vituda	1
PERSON	Vituta	1
PERSON	Yasassi	1
PERSON	Yugandhara	1
