verse_id,identifier,verse_num,label,surface,norm,suggested_canonical,bucket
16704,an03.066.nymo.html,1,PERSON,Migara 's grandson,migara 's grandson,,likely_missing_canonical_entity
16704,an03.066.nymo.html,1,PERSON,Migara 's Mother,migara 's mother,,likely_missing_canonical_entity
16704,an03.066.nymo.html,1,PERSON,Migara's grandson Salha,migara's grandson salha,,likely_missing_canonical_entity
16704,an03.066.nymo.html,1,PERSON,Pekhuniya,pekhuniya,,likely_missing_canonical_entity
16704,an03.066.nymo.html,1,PERSON,Rohana,rohana,,likely_missing_canonical_entity
16704,an03.066.nymo.html,1,PERSON,Salha,salha,,likely_missing_canonical_entity
16705,an03.066.nymo.html,2,PERSON,Salha,salha,,likely_missing_canonical_entity
16708,an03.066.nymo.html,5,PERSON,Profitable,profitable,,likely_missing_canonical_entity
16709,an03.066.nymo.html,6,PERSON,Stream,stream,,likely_missing_canonical_entity
16748,an03.070.than.html,2,LOC,Eastern Monastery,eastern monastery,,likely_missing_canonical_entity
16748,an03.070.than.html,2,LOC,palace of Migara's mother,palace of migara's mother,,likely_missing_canonical_entity
16748,an03.070.than.html,2,PERSON,Migara's mother,migara's mother,,likely_missing_canonical_entity
16755,an03.070.than.html,9,LOC,Brahma-Uposatha,brahma-uposatha,,likely_missing_canonical_entity
16780,an03.071.than.html,1,PERSON,Wanderer,wanderer,,likely_missing_canonical_entity
16801,an03.072.than.html,1,LOC,Ghosita 's monastery,ghosita 's monastery,,likely_missing_canonical_entity
16812,an03.073.than.html,1,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
16813,an03.073.than.html,2,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
16813,an03.073.than.html,2,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
16813,an03.073.than.html,2,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
16813,an03.073.than.html,2,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
16818,an03.073.than.html,7,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
16846,an03.081.than.html,2,PERSON,Strong,strong,,likely_missing_canonical_entity
16865,an03.086.than.html,8,LOC,Akaniṭṭha heaven,akanittha heaven,,likely_missing_canonical_entity
16868,an03.086.than.html,11,LOC,Pure Abode,pure abode,,likely_missing_canonical_entity
16887,an03.091.than.html,5,PERSON,Strong,strong,,likely_missing_canonical_entity
16921,an03.100.01-10.than.html,8,LOC,Brahma worlds,brahma worlds,,likely_missing_canonical_entity
16931,an03.100.11-15.than.html,5,LOC,Brahma worlds,brahma worlds,,likely_missing_canonical_entity
16953,an03.123.than.html,5,PERSON,Mulapariyaya Sutta,mulapariyaya sutta,,likely_missing_canonical_entity
16955,an03.126.than.html,2,LOC,Game Refuge at Isipatana,game refuge at isipatana,,likely_missing_canonical_entity
16965,an03.134.than.html,1,PERSON,Tathagatas,tathagatas,,likely_noise_or_bad_ner
16967,an03.134.than.html,3,PERSON,Tathagatas,tathagatas,,likely_noise_or_bad_ner
16969,an03.134.than.html,5,PERSON,Tathagatas,tathagatas,,likely_noise_or_bad_ner
17020,an04.024.than.html,3,LOC,Kalaka's park,kalaka's park,,likely_missing_canonical_entity
17022,an04.024.than.html,5,PERSON,Brahmas,brahmas,,likely_missing_canonical_entity
17022,an04.024.than.html,5,PERSON,Brahmas,brahmas,,likely_missing_canonical_entity
17069,an04.036.than.html,3,PERSON,Setabya,setabya,,likely_missing_canonical_entity
17069,an04.036.than.html,3,PERSON,Setabya,setabya,,likely_missing_canonical_entity
17070,an04.036.than.html,4,PERSON,Master,,,likely_missing_canonical_entity
17101,an04.041.than.html,8,PERSON,Punnaka,punnaka,,likely_missing_canonical_entity
17113,an04.049.than.html,2,PERSON,Awakened Ones,awakened ones,,likely_missing_canonical_entity
17121,an04.050.than.html,6,PERSON,Smoke,smoke,,likely_missing_canonical_entity
17131,an04.055.than.html,2,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
17131,an04.055.than.html,2,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
17131,an04.055.than.html,2,PERSON,Nakula 's father,nakula 's father,Nakula's father,likely_missing_alias_for_existing
17144,an04.067.piya.html,4,PERSON,Bhante,bhante,,likely_missing_canonical_entity
17144,an04.067.piya.html,4,PERSON,Venerable Sir,sir,,likely_noise_or_bad_ner
17145,an04.067.piya.html,5,PERSON,Sugata,sugata,,likely_noise_or_bad_ner
17146,an04.067.piya.html,6,LOC,Supreme,supreme,,likely_missing_canonical_entity
17214,an04.111.than.html,1,PERSON,Kesi,kesi,,likely_missing_canonical_entity
17214,an04.111.than.html,1,PERSON,Kesi,kesi,,likely_missing_canonical_entity
17216,an04.111.than.html,3,PERSON,Kesi,kesi,,likely_missing_canonical_entity
17218,an04.111.than.html,5,PERSON,Kesi,kesi,,likely_missing_canonical_entity
17223,an04.111.than.html,10,PERSON,Kesi,kesi,,likely_missing_canonical_entity
17224,an04.111.than.html,11,PERSON,Kesi,kesi,,likely_missing_canonical_entity
17225,an04.111.than.html,12,PERSON,Kesi,kesi,,likely_missing_canonical_entity
17269,an04.125.nymo.html,3,LOC,High Divinity's retinue,high divinity's retinue,,likely_missing_canonical_entity
17288,an04.159.than.html,1,LOC,Ghosita 's Park,ghosita 's park,,likely_missing_canonical_entity
17353,an04.170.than.html,1,LOC,Ghosita's monastery,ghosita's monastery,,likely_missing_canonical_entity
17361,an04.174.than.html,1,PERSON,Ven. Maha Kotthita,maha kotthita,,likely_missing_canonical_entity
17363,an04.174.than.html,3,PERSON,Maha Kotthita,maha kotthita,,likely_missing_canonical_entity
17365,an04.174.than.html,5,PERSON,Maha Kotthita,maha kotthita,,likely_missing_canonical_entity
17367,an04.174.than.html,7,PERSON,Maha Kotthita,maha kotthita,,likely_missing_canonical_entity
17369,an04.174.than.html,9,PERSON,Maha Kotthita,maha kotthita,,likely_missing_canonical_entity
17524,an05.028.than.html,21,LOC,Brahma worlds,brahma worlds,,likely_missing_canonical_entity
17540,an05.030.than.html,4,PERSON,Nagita,nagita,,likely_missing_canonical_entity
17540,an05.030.than.html,4,PERSON,Ven. Nagita,nagita,,likely_missing_canonical_entity
17540,an05.030.than.html,4,PERSON,Ven. Nagita,nagita,,likely_missing_canonical_entity
17542,an05.030.than.html,6,PERSON,Nagita,nagita,,likely_missing_canonical_entity
17544,an05.030.than.html,8,PERSON,Nagita,nagita,,likely_missing_canonical_entity
17551,an05.034.than.html,2,LOC,Gabled Pavilion,gabled pavilion,,likely_missing_canonical_entity
17551,an05.034.than.html,2,PERSON,General Siha,general siha,,likely_missing_canonical_entity
17552,an05.034.than.html,3,PERSON,Siha,siha,,likely_missing_canonical_entity
17557,an05.034.than.html,8,PERSON,General Siha,general siha,,likely_missing_canonical_entity
17557,an05.034.than.html,8,PERSON,Siha,siha,,likely_missing_canonical_entity
17559,an05.034.than.html,10,PERSON,Siha,siha,,likely_missing_canonical_entity
17589,an05.049.hekh.html,2,LOC,Jeta Grove,jeta grove,,likely_missing_canonical_entity
17589,an05.049.hekh.html,2,PERSON,King,king,,likely_missing_canonical_entity
17589,an05.049.hekh.html,2,PERSON,Pasenadi,pasenadi,,likely_missing_canonical_entity
17589,an05.049.hekh.html,2,PERSON,Queen Mallika,queen mallika,,likely_missing_canonical_entity
17589,an05.049.hekh.html,2,PERSON,Queen Mallika,queen mallika,,likely_missing_canonical_entity
17600,an05.049.than.html,2,LOC,Kosalan,kosalan,,likely_missing_canonical_entity
17600,an05.049.than.html,2,PERSON,Kosalan,kosalan,,likely_missing_canonical_entity
17600,an05.049.than.html,2,PERSON,Queen Mallika,queen mallika,,likely_missing_canonical_entity
17600,an05.049.than.html,2,PERSON,Queen Mallika,queen mallika,,likely_missing_canonical_entity
17774,an05.121.than.html,1,LOC,Gabled Pavilion,gabled pavilion,,likely_missing_canonical_entity
17835,an05.159.than.html,1,LOC,Ghosita's Park,ghosita's park,,likely_missing_canonical_entity
17897,an05.180.than.html,1,LOC,sala forest,sala forest,,likely_missing_canonical_entity
17972,an06.016.than.html,1,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
17972,an06.016.than.html,1,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
17976,an06.016.than.html,5,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
17976,an06.016.than.html,5,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
17977,an06.016.than.html,6,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
17977,an06.016.than.html,6,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
17978,an06.016.than.html,7,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
17978,an06.016.than.html,7,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
17981,an06.019.than.html,1,LOC,Brick Hall,brick hall,,likely_missing_canonical_entity
17998,an06.020.than.html,1,LOC,Brick Hall,brick hall,,likely_missing_canonical_entity
18006,an06.037.than.html,4,PERSON,Velukandaki,velukandaki,,likely_missing_canonical_entity
18006,an06.037.than.html,4,PERSON,Velukandaki,velukandaki,,likely_missing_canonical_entity
18006,an06.037.than.html,4,PERSON,Velukandaki,velukandaki,,likely_missing_canonical_entity
18016,an06.038.niza.html,4,PERSON,Venerable Sir,sir,,likely_noise_or_bad_ner
18018,an06.038.niza.html,6,PERSON,Venerable Sir,sir,,likely_noise_or_bad_ner
18021,an06.038.niza.html,9,PERSON,Venerable Sir,sir,,likely_noise_or_bad_ner
18023,an06.038.niza.html,11,PERSON,Venerable Sir,sir,,likely_noise_or_bad_ner
18026,an06.041.than.html,1,LOC,Vulture's Peak Mountain,vulture's peak mountain,,likely_missing_canonical_entity
18026,an06.041.than.html,1,LOC,Vulture's Peak Mountain,vulture's peak mountain,,likely_missing_canonical_entity
18033,an06.042.than.html,4,PERSON,Nagita,nagita,,likely_missing_canonical_entity
18033,an06.042.than.html,4,PERSON,Ven. Nagita,nagita,,likely_missing_canonical_entity
18033,an06.042.than.html,4,PERSON,Ven. Nagita,nagita,,likely_missing_canonical_entity
18035,an06.042.than.html,6,PERSON,Nagita,nagita,,likely_missing_canonical_entity
18037,an06.042.than.html,8,PERSON,Nagita,nagita,,likely_missing_canonical_entity
18038,an06.042.than.html,9,PERSON,Nagita,nagita,,likely_missing_canonical_entity
18045,an06.045.than.html,1,PERSON,Poverty,poverty,,likely_missing_canonical_entity
18065,an06.046.than.html,1,PERSON,Ven. Maha Cunda,maha cunda,,likely_missing_canonical_entity
18067,an06.046.than.html,3,PERSON,Ven. Maha Cunda,maha cunda,,likely_missing_canonical_entity
18073,an06.047.than.html,1,PERSON,Moliyasivaka,moliyasivaka,Moliya Sivaka,likely_missing_alias_for_existing
18074,an06.047.than.html,2,PERSON,Sivaka,sivaka,,likely_missing_canonical_entity
18083,an06.049.than.html,2,PERSON,Ven. Sumana,sumana,,likely_missing_canonical_entity
18083,an06.049.than.html,2,PERSON,Ven. Sumana,sumana,,likely_missing_canonical_entity
18084,an06.049.than.html,3,PERSON,Ven. Sumana,sumana,,likely_missing_canonical_entity
18084,an06.049.than.html,3,PERSON,Ven. Sumana,sumana,,likely_missing_canonical_entity
18084,an06.049.than.html,3,PERSON,Ven. Sumana,sumana,,likely_missing_canonical_entity
18085,an06.049.than.html,4,PERSON,Ven. Sumana,sumana,,likely_missing_canonical_entity
18090,an06.051.than.html,5,PERSON,Matika,matika,,likely_missing_canonical_entity
18092,an06.051.than.html,7,LOC,Matika,matika,,likely_missing_canonical_entity
18096,an06.054.olen.html,4,PERSON,Koravya,koravya,,likely_missing_canonical_entity
18099,an06.054.olen.html,7,PERSON,Koravya,koravya,,likely_missing_canonical_entity
18107,an06.055.than.html,2,LOC,Vulture Peak Mountain.,vulture peak mountain.,Vulture Peak Mountain,likely_missing_alias_for_existing
18224,an07.007.than.html,2,PERSON,Migara,migara,,likely_missing_canonical_entity
18224,an07.007.than.html,2,PERSON,Ugga,ugga,,likely_missing_canonical_entity
18225,an07.007.than.html,3,PERSON,Ugga,ugga,,likely_missing_canonical_entity
18227,an07.007.than.html,5,PERSON,Ugga,ugga,,likely_missing_canonical_entity
18227,an07.007.than.html,5,PERSON,Ugga,ugga,,likely_missing_canonical_entity
18329,an07.049.than.html,15,PERSON,Angirasa,angirasa,,likely_missing_canonical_entity
18329,an07.049.than.html,15,PERSON,Atthaka,atthaka,,likely_missing_canonical_entity
18329,an07.049.than.html,15,PERSON,Bhagu,bhagu,,likely_missing_canonical_entity
18329,an07.049.than.html,15,PERSON,Vamadeva,vamadeva,,likely_missing_canonical_entity
18329,an07.049.than.html,15,PERSON,Vamaka,vamaka,,likely_missing_canonical_entity
18329,an07.049.than.html,15,PERSON,Vasettha,vasettha,,likely_missing_canonical_entity
18329,an07.049.than.html,15,PERSON,Vessamitta,vessamitta,,likely_missing_canonical_entity
18329,an07.049.than.html,15,PERSON,Yamataggi,yamataggi,,likely_missing_canonical_entity
18336,an07.049.than.html,22,PERSON,Angirasa,angirasa,,likely_missing_canonical_entity
18336,an07.049.than.html,22,PERSON,Atthaka,atthaka,,likely_missing_canonical_entity
18336,an07.049.than.html,22,PERSON,Bhagu,bhagu,,likely_missing_canonical_entity
18336,an07.049.than.html,22,PERSON,Vamadeva,vamadeva,,likely_missing_canonical_entity
18336,an07.049.than.html,22,PERSON,Vamaka,vamaka,,likely_missing_canonical_entity
18336,an07.049.than.html,22,PERSON,Vasettha,vasettha,,likely_missing_canonical_entity
18336,an07.049.than.html,22,PERSON,Vessamitta,vessamitta,,likely_missing_canonical_entity
18336,an07.049.than.html,22,PERSON,Yamataggi,yamataggi,,likely_missing_canonical_entity
18346,an07.056.than.html,1,PERSON,Ven. Kimila,kimila,,likely_missing_canonical_entity
18347,an07.056.than.html,2,PERSON,Kimila,kimila,,likely_missing_canonical_entity
18349,an07.056.than.html,4,PERSON,Kimila,kimila,,likely_missing_canonical_entity
18350,an07.058.than.html,1,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
18350,an07.058.than.html,1,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
18350,an07.058.than.html,1,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
18350,an07.058.than.html,1,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
18431,an07.068.yaho.html,1,PERSON,venerable Sir,sir,,likely_noise_or_bad_ner
18432,an07.068.yaho.html,2,PERSON,venerable Sir,sir,,likely_noise_or_bad_ner
18432,an07.068.yaho.html,2,PERSON,venerable Sir,sir,,likely_noise_or_bad_ner
18435,an07.068.yaho.html,5,PERSON,venerable Sir,sir,,likely_noise_or_bad_ner
18435,an07.068.yaho.html,5,PERSON,venerable Sir,sir,,likely_noise_or_bad_ner
18450,an07.070.than.html,1,PERSON,Araka,araka,,likely_missing_canonical_entity
18461,an07.079.than.html,1,PERSON,Ven. Upali,upali,,likely_missing_canonical_entity
18462,an07.079.than.html,2,PERSON,Upali,upali,,likely_missing_canonical_entity
18514,an08.008.than.html,1,LOC,Buffalo Ground,buffalo ground,,likely_missing_canonical_entity
18514,an08.008.than.html,1,LOC,Sankheyyaka Mountain,sankheyyaka mountain,,likely_missing_canonical_entity
18514,an08.008.than.html,1,PERSON,Dhavajalika,dhavajalika,,likely_missing_canonical_entity
18514,an08.008.than.html,1,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18516,an08.008.than.html,3,LOC,Mahisavatthu,mahisavatthu,,likely_missing_canonical_entity
18516,an08.008.than.html,3,LOC,Sankheyyaka Mountain,sankheyyaka mountain,,likely_missing_canonical_entity
18516,an08.008.than.html,3,LOC,Sankheyyaka Mountain,sankheyyaka mountain,,likely_missing_canonical_entity
18516,an08.008.than.html,3,LOC,Sankheyyaka Mountain,sankheyyaka mountain,,likely_missing_canonical_entity
18516,an08.008.than.html,3,PERSON,Dhavajalika,dhavajalika,,likely_missing_canonical_entity
18516,an08.008.than.html,3,PERSON,Dhavajalika,dhavajalika,,likely_missing_canonical_entity
18516,an08.008.than.html,3,PERSON,Great King Vessavana,great king vessavana,,likely_missing_canonical_entity
18516,an08.008.than.html,3,PERSON,Great King Vessavana,great king vessavana,,likely_missing_canonical_entity
18516,an08.008.than.html,3,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18516,an08.008.than.html,3,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18517,an08.008.than.html,4,LOC,Sankheyyaka Mountain,sankheyyaka mountain,,likely_missing_canonical_entity
18517,an08.008.than.html,4,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18517,an08.008.than.html,4,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18517,an08.008.than.html,4,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18517,an08.008.than.html,4,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18519,an08.008.than.html,6,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18523,an08.008.than.html,10,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18538,an08.008.than.html,25,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18538,an08.008.than.html,25,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18538,an08.008.than.html,25,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18538,an08.008.than.html,25,PERSON,Ven. Uttara,uttara,,likely_missing_canonical_entity
18595,an08.024.than.html,1,PERSON,Hatthaka,hatthaka,,likely_missing_canonical_entity
18597,an08.024.than.html,3,PERSON,Hatthaka,hatthaka,,likely_missing_canonical_entity
18599,an08.025.kuma.html,1,LOC,Nigrodha Park,nigrodha park,,likely_missing_canonical_entity
18599,an08.025.kuma.html,1,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18599,an08.025.kuma.html,1,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18601,an08.025.kuma.html,3,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18601,an08.025.kuma.html,3,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18603,an08.025.kuma.html,5,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18603,an08.025.kuma.html,5,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18605,an08.025.kuma.html,7,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18605,an08.025.kuma.html,7,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18607,an08.025.kuma.html,9,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18607,an08.025.kuma.html,9,PERSON,Mahanama,mahanama,,likely_missing_canonical_entity
18628,an08.030.than.html,2,LOC,Crocodile Haunt.,crocodile haunt.,,likely_missing_canonical_entity
18628,an08.030.than.html,2,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
18628,an08.030.than.html,2,LOC,Eastern Bamboo Park,eastern bamboo park,,likely_missing_canonical_entity
18628,an08.030.than.html,2,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18628,an08.030.than.html,2,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18629,an08.030.than.html,3,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
18629,an08.030.than.html,3,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
18629,an08.030.than.html,3,LOC,Eastern Bamboo Park,eastern bamboo park,,likely_missing_canonical_entity
18629,an08.030.than.html,3,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18629,an08.030.than.html,3,PERSON,Anuruddha,anuruddha,,likely_missing_canonical_entity
18629,an08.030.than.html,3,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18629,an08.030.than.html,3,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18629,an08.030.than.html,3,PERSON,Anuruddha,anuruddha,,likely_missing_canonical_entity
18630,an08.030.than.html,4,PERSON,Anuruddha,anuruddha,,likely_missing_canonical_entity
18634,an08.030.than.html,8,PERSON,Anuruddha,anuruddha,,likely_missing_canonical_entity
18635,an08.030.than.html,9,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18636,an08.030.than.html,10,LOC,Crocodile Haunt,crocodile haunt,,likely_missing_canonical_entity
18636,an08.030.than.html,10,LOC,Deer Park at Bhesakala Grove,deer park at bhesakala grove,,likely_missing_canonical_entity
18636,an08.030.than.html,10,LOC,Eastern Bamboo Park,eastern bamboo park,,likely_missing_canonical_entity
18636,an08.030.than.html,10,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18647,an08.030.than.html,21,LOC,Eastern Bamboo Park,eastern bamboo park,,likely_missing_canonical_entity
18647,an08.030.than.html,21,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18647,an08.030.than.html,21,PERSON,Ven. Anuruddha,anuruddha,,likely_missing_canonical_entity
18669,an08.041.vaka.html,4,LOC,Brahma-faring,brahma-faring,,likely_missing_canonical_entity
18678,an08.043.khan.html,1,LOC,Eastern monastery,eastern monastery,,likely_missing_canonical_entity
18678,an08.043.khan.html,1,LOC,Migara 's mother,migara 's mother,,likely_missing_canonical_entity
18678,an08.043.khan.html,1,PERSON,Migara's Mother,migara's mother,,likely_missing_canonical_entity
18678,an08.043.khan.html,1,PERSON,Migara's mother,migara's mother,,likely_missing_canonical_entity
18702,an08.043.khan.html,25,LOC,Tusita,tusita,,likely_missing_canonical_entity
18702,an08.043.khan.html,25,LOC,Tusita,tusita,,likely_missing_canonical_entity
18703,an08.043.khan.html,26,LOC,Nimmanarati,nimmanarati,,likely_missing_canonical_entity
18703,an08.043.khan.html,26,LOC,Nimmanarati,nimmanarati,,likely_missing_canonical_entity
18703,an08.043.khan.html,26,LOC,Nimmanarati,nimmanarati,,likely_missing_canonical_entity
18704,an08.043.khan.html,27,LOC,Paranimmitavasavatti,paranimmitavasavatti,,likely_missing_canonical_entity
18704,an08.043.khan.html,27,LOC,Paranimmitavasavatti,paranimmitavasavatti,,likely_missing_canonical_entity
18707,an08.043.khan.html,30,PERSON,Vasettha,vasettha,,likely_missing_canonical_entity
18709,an08.043.khan.html,32,PERSON,Vasettha,vasettha,,likely_missing_canonical_entity
18709,an08.043.khan.html,32,PERSON,Vasettha,vasettha,,likely_missing_canonical_entity
18711,an08.053.than.html,1,LOC,Peaked Roof Hall,peaked roof hall,,likely_missing_canonical_entity
18712,an08.053.than.html,2,PERSON,Mahapajapati Gotami,mahapajapati gotami,,likely_missing_canonical_entity
18713,an08.053.than.html,3,PERSON,Gotami,gotami,,likely_missing_canonical_entity
18715,an08.053.than.html,5,PERSON,Mahapajapati Gotami,mahapajapati gotami,,likely_missing_canonical_entity
18719,an08.054.nara.html,4,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18722,an08.054.nara.html,7,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18724,an08.054.nara.html,9,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18726,an08.054.nara.html,11,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18728,an08.054.nara.html,13,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18730,an08.054.nara.html,15,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18730,an08.054.nara.html,15,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18731,an08.054.nara.html,16,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18736,an08.054.nara.html,21,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18737,an08.054.nara.html,22,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18740,an08.054.nara.html,25,PERSON,Perfect One,perfect one,,likely_noise_or_bad_ner
18747,an08.054.nara.html,32,PERSON,Vyagghapajja,vyagghapajja,,likely_missing_canonical_entity
18801,an08.086.than.html,4,PERSON,Ven. Nagita,nagita,,likely_missing_canonical_entity
18801,an08.086.than.html,4,PERSON,Nagita,nagita,,likely_missing_canonical_entity
18801,an08.086.than.html,4,PERSON,Ven. Nagita,nagita,,likely_missing_canonical_entity
18803,an08.086.than.html,6,PERSON,Nagita,nagita,,likely_missing_canonical_entity
18805,an08.086.than.html,8,PERSON,Nagita,nagita,,likely_missing_canonical_entity
18806,an08.086.than.html,9,PERSON,Nagita,nagita,,likely_missing_canonical_entity
