  id   |        identifier        | verse_num | label  |       span_text       | start_char | end_char |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
 29219 | sn54.013.than.html       |        11 | LOC    | ... &                 |        261 |      266 | " [2] On whatever occasion a monk trains himself to breathe in... &... out sensitive to rapture; trains himself to breathe in... &... out sensitive to pleasure; trains himself to breathe in... &... out sensitive to mental processes; trains himself to breathe in... &... out calming mental processes: On that occasion the monk remains focused on feelings in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world. I tell you that this — close attention to in-&-out breaths — is classed as a feeling among feelings, which is why the monk on that occasion remains focused on feelings in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 29220 | sn54.013.than.html       |        12 | LOC    | ... &                 |         62 |       67 | " [3] On whatever occasion a monk trains himself to breathe in... &... out sensitive to the mind; trains himself to breathe in... &... out satisfying the mind; trains himself to breathe in... &... out steadying the mind; trains himself to breathe in... &... out releasing the mind: On that occasion the monk remains focused on the mind in & of itself — ardent, alert, & mindful — putting aside greed & distress with reference to the world. I don't say that there is mindfulness of in-&-out breathing in one of confused mindfulness and no alertness, which is why the monk on that occasion remains focused on the mind in & of itself — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 29220 | sn54.013.than.html       |        12 | LOC    | ... &                 |        126 |      131 | " [3] On whatever occasion a monk trains himself to breathe in... &... out sensitive to the mind; trains himself to breathe in... &... out satisfying the mind; trains himself to breathe in... &... out steadying the mind; trains himself to breathe in... &... out releasing the mind: On that occasion the monk remains focused on the mind in & of itself — ardent, alert, & mindful — putting aside greed & distress with reference to the world. I don't say that there is mindfulness of in-&-out breathing in one of confused mindfulness and no alertness, which is why the monk on that occasion remains focused on the mind in & of itself — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 29220 | sn54.013.than.html       |        12 | LOC    | ... &                 |        188 |      193 | " [3] On whatever occasion a monk trains himself to breathe in... &... out sensitive to the mind; trains himself to breathe in... &... out satisfying the mind; trains himself to breathe in... &... out steadying the mind; trains himself to breathe in... &... out releasing the mind: On that occasion the monk remains focused on the mind in & of itself — ardent, alert, & mindful — putting aside greed & distress with reference to the world. I don't say that there is mindfulness of in-&-out breathing in one of confused mindfulness and no alertness, which is why the monk on that occasion remains focused on the mind in & of itself — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 29220 | sn54.013.than.html       |        12 | LOC    | ... &                 |        249 |      254 | " [3] On whatever occasion a monk trains himself to breathe in... &... out sensitive to the mind; trains himself to breathe in... &... out satisfying the mind; trains himself to breathe in... &... out steadying the mind; trains himself to breathe in... &... out releasing the mind: On that occasion the monk remains focused on the mind in & of itself — ardent, alert, & mindful — putting aside greed & distress with reference to the world. I don't say that there is mindfulness of in-&-out breathing in one of confused mindfulness and no alertness, which is why the monk on that occasion remains focused on the mind in & of itself — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 29221 | sn54.013.than.html       |        13 | LOC    | ... &                 |         62 |       67 | " [4] On whatever occasion a monk trains himself to breathe in... &... out focusing on inconstancy; trains himself to breathe in... &... out focusing on dispassion; trains himself to breathe in... &... out focusing on cessation; trains himself to breathe in... &... out focusing on relinquishment: On that occasion the monk remains focused on mental qualities in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world. He who sees clearly with discernment the abandoning of greed & distress is one who oversees with equanimity, which is why the monk on that occasion remains focused on mental qualities in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 29221 | sn54.013.than.html       |        13 | LOC    | ... &                 |        128 |      133 | " [4] On whatever occasion a monk trains himself to breathe in... &... out focusing on inconstancy; trains himself to breathe in... &... out focusing on dispassion; trains himself to breathe in... &... out focusing on cessation; trains himself to breathe in... &... out focusing on relinquishment: On that occasion the monk remains focused on mental qualities in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world. He who sees clearly with discernment the abandoning of greed & distress is one who oversees with equanimity, which is why the monk on that occasion remains focused on mental qualities in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 29221 | sn54.013.than.html       |        13 | LOC    | ... &                 |        193 |      198 | " [4] On whatever occasion a monk trains himself to breathe in... &... out focusing on inconstancy; trains himself to breathe in... &... out focusing on dispassion; trains himself to breathe in... &... out focusing on cessation; trains himself to breathe in... &... out focusing on relinquishment: On that occasion the monk remains focused on mental qualities in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world. He who sees clearly with discernment the abandoning of greed & distress is one who oversees with equanimity, which is why the monk on that occasion remains focused on mental qualities in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 29221 | sn54.013.than.html       |        13 | LOC    | ... &                 |        257 |      262 | " [4] On whatever occasion a monk trains himself to breathe in... &... out focusing on inconstancy; trains himself to breathe in... &... out focusing on dispassion; trains himself to breathe in... &... out focusing on cessation; trains himself to breathe in... &... out focusing on relinquishment: On that occasion the monk remains focused on mental qualities in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world. He who sees clearly with discernment the abandoning of greed & distress is one who oversees with equanimity, which is why the monk on that occasion remains focused on mental qualities in & of themselves — ardent, alert, & mindful — putting aside greed & distress with reference to the world.
 20461 | dn.16.5-6.than.html      |        76 | LOC    | brahma                |         54 |       60 | "After I am gone, the monk Channa should be given the brahma penalty."
 20462 | dn.16.5-6.than.html      |        77 | LOC    | brahma                |         20 |       26 | "What, lord, is the brahma penalty?"
 20689 | dn.20.0.than.html        |        90 | LOC    | brahma                |        194 |      200 | Tissa : They too have come to the forest meeting. Great Brahma, who stands over 1,000 Brahma worlds, who arose there spontaneously, effulgent: Prestigious is he, with a terrifying body. And ten brahma sovereigns, each the lord of his own realm — and in their midst has come Harita Brahma surrounded by his retinue." When all these devas with Indras & Brahmas had come,
 22945 | mn.049.than.html         |        21 | LOC    | brahma                |        657 |      663 | "'There were, monk, before your time, brahmans & contemplatives in the world whose ascetic practice lasted as long as your entire life span. They knew, when there was another, higher escape, that there was another, higher escape; or, when there was no other, higher escape, that there was no other, higher escape. So I tell you, monk, both that you will not find another, higher escape, and that, to that extent, you will reap your share of trouble & weariness. Monk, if you relish earth, you will lie close to me, lie within my domain, for me to banish and to do with as I like. If you relish liquid ... fire ... wind ... beings ... devas ... Pajapati ... brahma, you will lie close to me, lie within my domain, for me to banish and to do with as I like.'
 22946 | mn.049.than.html         |        22 | LOC    | brahma                |         21 |       27 | "'I, too, know that, brahma. If I relish earth, I will lie close to you, lie within your domain, for you to banish and to do with as you like. If I relish liquid ... fire ... wind ... beings ... devas ... Pajapati ... brahma, I will lie close to you, lie within your domain, for you to banish and to do with as you like. Moreover, I discern your sphere, I discern your splendor: "Baka Brahma has this much great power. Baka Brahma has this much great might. Baka Brahma has this much great influence."'
 22946 | mn.049.than.html         |        22 | LOC    | brahma                |        218 |      224 | "'I, too, know that, brahma. If I relish earth, I will lie close to you, lie within your domain, for you to banish and to do with as you like. If I relish liquid ... fire ... wind ... beings ... devas ... Pajapati ... brahma, I will lie close to you, lie within your domain, for you to banish and to do with as you like. Moreover, I discern your sphere, I discern your splendor: "Baka Brahma has this much great power. Baka Brahma has this much great might. Baka Brahma has this much great influence."'
 22948 | mn.049.than.html         |        24 | LOC    | brahma                |          8 |       14 | "'That, brahma, is how I discern your sphere, that is how I discern your splendor: "Baka Brahma has this much great power. Baka Brahma has this much great might. Baka Brahma has this much great influence." There are, brahma, bodies other than yours that you don't know, don't see, but that I know, I see. There is, brahma, the body named Abhassara (Radiant/Luminous) from which you fell away & reappeared here. [4] From your having lived here so long, your memory of that has become muddled. That is why you don't know it, don't see it, but I know it, I see it. Thus I am not your mere equal in terms of direct knowing, so how could I be inferior? I am actually superior to you.
 22948 | mn.049.than.html         |        24 | LOC    | brahma                |        217 |      223 | "'That, brahma, is how I discern your sphere, that is how I discern your splendor: "Baka Brahma has this much great power. Baka Brahma has this much great might. Baka Brahma has this much great influence." There are, brahma, bodies other than yours that you don't know, don't see, but that I know, I see. There is, brahma, the body named Abhassara (Radiant/Luminous) from which you fell away & reappeared here. [4] From your having lived here so long, your memory of that has become muddled. That is why you don't know it, don't see it, but I know it, I see it. Thus I am not your mere equal in terms of direct knowing, so how could I be inferior? I am actually superior to you.
 22948 | mn.049.than.html         |        24 | LOC    | brahma                |        315 |      321 | "'That, brahma, is how I discern your sphere, that is how I discern your splendor: "Baka Brahma has this much great power. Baka Brahma has this much great might. Baka Brahma has this much great influence." There are, brahma, bodies other than yours that you don't know, don't see, but that I know, I see. There is, brahma, the body named Abhassara (Radiant/Luminous) from which you fell away & reappeared here. [4] From your having lived here so long, your memory of that has become muddled. That is why you don't know it, don't see it, but I know it, I see it. Thus I am not your mere equal in terms of direct knowing, so how could I be inferior? I am actually superior to you.
 22949 | mn.049.than.html         |        25 | LOC    | brahma                |         12 |       18 | "'There is, brahma, the body named Subhakinha (Beautiful Black/Refulgent Glory) ... the body named Vehapphala (Sky-fruit/Great Fruit), {the body named Abhibhu (Conqueror)} [5] which you don't know, don't see, but that I know, I see. Thus I am not your mere equal in terms of direct knowing, so how could I be your inferior? I am actually superior to you.
 22951 | mn.049.than.html         |        27 | LOC    | brahma                |        144 |      150 | "'Having directly known liquid as liquid ... fire as fire ... wind as wind ... beings as beings ... devas as devas ... Pajapati as Pajapati ... brahma as brahma ... the radiant as radiant ... the beautiful black as the beautiful black ... the sky-fruit as the sky-fruit ... the conqueror as the conqueror ...
 22951 | mn.049.than.html         |        27 | LOC    | brahma                |        154 |      160 | "'Having directly known liquid as liquid ... fire as fire ... wind as wind ... beings as beings ... devas as devas ... Pajapati as Pajapati ... brahma as brahma ... the radiant as radiant ... the beautiful black as the beautiful black ... the sky-fruit as the sky-fruit ... the conqueror as the conqueror ...
 22956 | mn.049.than.html         |        32 | LOC    | brahma                |         13 |       19 | "'Well then, brahma, disappear from me if you can.'
 22957 | mn.049.than.html         |        33 | LOC    | brahma                |        219 |      225 | "Then Baka Brahma, [thinking,] 'I will disappear from Gotama the contemplative. I will disappear from Gotama the contemplative,' was not able to disappear from me. When this was said, I said to Baka Brahma, 'Well then, brahma, I will disappear from you.'
 22965 | mn.049.than.html         |        41 | LOC    | brahma                |         59 |       65 | Thus, because of the silencing of Mara, and because of the brahma's invitation, this discourse is entitled, "The Brahma Invitation."
 22965 | mn.049.than.html         |        41 | LOC    | Brahma                |        113 |      119 | Thus, because of the silencing of Mara, and because of the brahma's invitation, this discourse is entitled, "The Brahma Invitation."
 30610 | khp.1-9x.piya.html       |         3 | LOC    | Knower (              |       4140 |     4148 | [Alternate translation: Thanissaro .]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +
       |                          |           |        |                       |            |          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +
       |                          |           |        |                       |            |          | . I undertake to abide by the precept to abstain from sexual misconduct.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   +
